Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Jul 6, 2023",@ Milwaukee,REG,L,6-5,100,O,8.0,CHN,2023,20230706,86,0.5,0
"Jul 7, 2023",@ NY Yankees,REG,W,3-0,135,U,8.0,CHN,2023,20230707,87,0.425531914893617,0
"Jul 8, 2023",@ NY Yankees,REG,L,6-3,175,O,8.5,CHN,2023,20230708,88,0.36363636363636365,0
"Jul 9, 2023",@ NY Yankees,REG,W,7-4,130,O,8.5,CHN,2023,20230709,89,0.43478260869565216,0
"Jul 14, 2023",vs Boston,REG,L,8-3,120,O,9.0,CHN,2023,20230714,90,0.45454545454545453,0
"Jul 15, 2023",vs Boston,REG,W,10-4,-105,O,9.0,CHN,2023,20230715,91,0.5121951219512195,0
"Jul 16, 2023",vs Boston,REG,L,11-5,-150,O,9.0,CHN,2023,20230716,92,0.6,0
"Jul 17, 2023",vs Washington,REG,L,7-5,-130,O,9.5,CHN,2023,20230717,93,0.5652173913043479,0
"Jul 18, 2023",vs Washington,REG,W,17-3,-165,O,9.0,CHN,2023,20230718,94,0.6226415094339622,0
"Jul 19, 2023",vs Washington,REG,W,8-3,-150,O,9.5,CHN,2023,20230719,95,0.6,0
"Jul 20, 2023",vs St. Louis,REG,L,7-2,-113,P,9.0,CHN,2023,20230720,96,0.5305164319248826,0
"Jul 21, 2023",vs St. Louis,REG,W,4-3,-135,U,8.0,CHN,2023,20230721,97,0.574468085106383,0
"Jul 22, 2023",vs St. Louis,REG,W,8-6,105,O,9.5,CHN,2023,20230722,98,0.4878048780487805,0
"Jul 23, 2023",vs St. Louis,REG,W,7-2,104,P,9.0,CHN,2023,20230723,99,0.49019607843137253,0
"Jul 25, 2023",@ Chi White Sox,REG,W,7-3,-108,O,9.5,CHN,2023,20230725,100,0.5192307692307692,0
"Jul 26, 2023",@ Chi White Sox,REG,W,10-7,-120,O,9.0,CHN,2023,20230726,101,0.5454545454545454,0
"Jul 27, 2023",@ St. Louis,REG,W,10-3,100,O,9.5,CHN,2023,20230727,102,0.5,0
"Jul 28, 2023",@ St. Louis,REG,W,3-2,132,U,9.5,CHN,2023,20230728,103,0.43103448275862066,0
"Jul 29, 2023",@ St. Louis,REG,W,5-1,-112,U,10.0,CHN,2023,20230729,104,0.5283018867924528,0
"Jul 30, 2023",@ St. Louis,REG,L,3-0,115,U,9.0,CHN,2023,20230730,105,0.46511627906976744,0
"Jul 31, 2023",vs Cincinnati,REG,L,6-5,-125,O,8.0,CHN,2023,20230731,106,0.5555555555555556,0
"Aug 1, 2023",vs Cincinnati,REG,W,20-9,-167,O,8.5,CHN,2023,20230801,107,0.6254681647940075,0
"Aug 2, 2023",vs Cincinnati,REG,W,16-6,-160,O,11.0,CHN,2023,20230802,108,0.6153846153846154,0
"Aug 3, 2023",vs Cincinnati,REG,W,5-3,-160,U,10.0,CHN,2023,20230803,109,0.6153846153846154,0
"Aug 4, 2023",vs Atlanta,REG,L,8-0,150,U,9.0,CHN,2023,20230804,110,0.4,0
"Aug 5, 2023",vs Atlanta,REG,W,8-6,135,O,9.5,CHN,2023,20230805,111,0.425531914893617,0
"Aug 6, 2023",vs Atlanta,REG,W,6-4,115,O,8.0,CHN,2023,20230806,112,0.46511627906976744,0
"Aug 7, 2023",@ NY Mets,REG,L,11-2,102,O,9.0,CHN,2023,20230807,113,0.49504950495049505,0
"Aug 8, 2023",@ NY Mets,REG,W,3-2,-130,U,9.5,CHN,2023,20230808,114,0.5652173913043479,0
"Aug 9, 2023",@ NY Mets,REG,L,4-3,-112,U,9.0,CHN,2023,20230809,115,0.5283018867924528,0
